platform,content_id,author,text,title,description,hashtags,view_count,like_count,comment_count,engagement_score,posted_at,url,duration_seconds
tiktok,7345925011653414187,sxftsxph,"Mixing all my laneige lip mask.. again 
Here are all the flavours 👉🏾@Sophia✨ 
@laneige_us @laneige_us (bts ver)
#laneige #mixing #lipmask #lipsleepingmask #fyp #collection #shoppingaddict #girlhood #imjustagirl ",,"Mixing all my laneige lip mask.. again 
Here are all the flavours 👉🏾@Sophia✨ 
@laneige_us @laneige_us (bts ver)
#laneige #mixing #lipmask #lipsleepingmask #fyp #collection #shoppingaddict #girlhood #imjustagirl ","@Sophia✨,@laneige_us,@laneige_us,laneige,mixing,lipmask,lipsleepingmask,fyp,collection,shoppingaddict,girlhood,imjustagirl",2100000,180100,812,189437,,https://www.tiktok.com/@sxftsxph/video/7345925011653414187,0
tiktok,7585274467962604831,chloe_.beth,I’m so happy I got my hands on this 😭 #laneige #lipmask #lippies #collection #lipbalm @laneige_us ,,I’m so happy I got my hands on this 😭 #laneige #lipmask #lippies #collection #lipbalm @laneige_us ,"laneige,lipmask,lippies,collection,lipbalm,",5889,137,1,148,,https://www.tiktok.com/@chloe_.beth/video/7585274467962604831,0
tiktok,7446084952023731498,urmomsmissimgtoe,the vanilla and berry one have my HEARTTT @laneige_us #lipmask #laneigelipmask #lips #lippies #lipcare #skincare #fyp #viral ,,the vanilla and berry one have my HEARTTT @laneige_us #lipmask #laneigelipmask #lips #lippies #lipcare #skincare #fyp #viral ,",lipmask,laneigelipmask,lips,lippies,lipcare,skincare,fyp,viral",281500,14900,92,16788,,https://www.tiktok.com/@urmomsmissimgtoe/video/7446084952023731498,0
tiktok,7584882536862600479,itsemilyleah,"It’s a hydrated, creamy dessert for your lips🤤

#laneigelipmask #giftideas ",,"It’s a hydrated, creamy dessert for your lips🤤

#laneigelipmask #giftideas ","laneigelipmask,giftideas",2459,32,0,32,,https://www.tiktok.com/@itsemilyleah/video/7584882536862600479,0
tiktok,7585279952967273758,atlclassypeach,"Laneige Midnight Minis featuring 2 lip glowy balms in Sweet Candy and Vanilla and 3 lip sleeping masks in chocolate, caramel and eggnog latte! 

Meet the Laneige Midnight Minis Gift Set ✨ A dreamy trio of Lip Sleeping Masks designed to keep your lips soft, hydrated, and glossy all winter long. Swipe on at night, wake up with baby-soft lips — or wear all day for a juicy tint + shine. Perfect for gifting, treating yourself, and tossing in every bag 💋

💙 Includes 3 crave-worthy flavors
💙 Deep overnight hydration
💙 Soft, smooth, flake-free lips
💙 Limited edition + giftable size

The cutest stocking stuffer that actually does something 🎁

#ad #affiliate #laneige #lipsleepingmask #holidayhaul ",,"Laneige Midnight Minis featuring 2 lip glowy balms in Sweet Candy and Vanilla and 3 lip sleeping masks in chocolate, caramel and eggnog latte! 

Meet the Laneige Midnight Minis Gift Set ✨ A dreamy trio of Lip Sleeping Masks designed to keep your lips soft, hydrated, and glossy all winter long. Swipe on at night, wake up with baby-soft lips — or wear all day for a juicy tint + shine. Perfect for gifting, treating yourself, and tossing in every bag 💋

💙 Includes 3 crave-worthy flavors
💙 Deep overnight hydration
💙 Soft, smooth, flake-free lips
💙 Limited edition + giftable size

The cutest stocking stuffer that actually does something 🎁

#ad #affiliate #laneige #lipsleepingmask #holidayhaul ","ad,affiliate,laneige,lipsleepingmask,holidayhaul",58,21,6,36,,https://www.tiktok.com/@atlclassypeach/video/7585279952967273758,0
tiktok,7558143187370511638,alba.puertas,publi 🎀 para que digan que no se puede tener TODO en un solo producto 🫦 @SEPHORA España #laneige #lipsleepingmask  ,,publi 🎀 para que digan que no se puede tener TODO en un solo producto 🫦 @SEPHORA España #laneige #lipsleepingmask  ,",laneige,lipsleepingmask",816300,1141,17,1352,,https://www.tiktok.com/@alba.puertas/video/7558143187370511638,0
tiktok,7579296465659464968,laneigeca,meet some of our Laneige crew 🫶 #wickedforgood #laneige #koreanskincare #skincarecollection #kbeautyaddict ,,meet some of our Laneige crew 🫶 #wickedforgood #laneige #koreanskincare #skincarecollection #kbeautyaddict ,"wickedforgood,laneige,koreanskincare,skincarecollection,kbeautyaddict",15900,1040,33,1178,,https://www.tiktok.com/@laneigeca/video/7579296465659464968,0
tiktok,7375189451842129185,maeebrun,"Mon avis sur les produits Laneige 🤍 
#laneige#laneigewaterbank#laneigelipsleepingmask#makeuplaneige#fonddeteint#monavis#recommendations#onseprepareensemble#fyp#pourtoi ",,"Mon avis sur les produits Laneige 🤍 
#laneige#laneigewaterbank#laneigelipsleepingmask#makeuplaneige#fonddeteint#monavis#recommendations#onseprepareensemble#fyp#pourtoi ","laneige,laneigewaterbank,laneigelipsleepingmask,makeuplaneige,fonddeteint,monavis,recommendations,onseprepareensemble,fyp,pourtoi",271000,33900,147,34842,,https://www.tiktok.com/@maeebrun/video/7375189451842129185,0
tiktok,7563336952406084886,being.danielle,a great way to try!!! 🙌🩷 #laneige #laneigeset #giftideas #lipsleepingmask #tiktokmademebuyit ,,a great way to try!!! 🙌🩷 #laneige #laneigeset #giftideas #lipsleepingmask #tiktokmademebuyit ,"laneige,laneigeset,giftideas,lipsleepingmask,tiktokmademebuyit",36100,100,3,172,,https://www.tiktok.com/@being.danielle/video/7563336952406084886,0
tiktok,7556342507617930518,ewa.szrajber.daily,"@Sephora Polska @LANEIGE Europe @byoma 

#sephora #haul #skincare #koreanskincare ",,"@Sephora Polska @LANEIGE Europe @byoma 

#sephora #haul #skincare #koreanskincare ",",,,sephora,haul,skincare,koreanskincare",39300,1890,30,2286,,https://www.tiktok.com/@ewa.szrajber.daily/video/7556342507617930518,0
tiktok,7458747505996614934,llaviniabernardoo,Laneige,,Laneige,,96700,9510,85,9893,,https://www.tiktok.com/@llaviniabernardoo/video/7458747505996614934,0
tiktok,7585461186804862229,laneige_ph,"dear santa, all i want for the holidays is...a laneige shopping spree 🤭✨ 

get to try products IRL, learn more about our skincare, and receive exclusive gifts + promos when you shop your holiday haul in stores! 💖

see you! ✨👀

#Laneige #LaneigePH #LaneigePhilippines #kbeauty ",,"dear santa, all i want for the holidays is...a laneige shopping spree 🤭✨ 

get to try products IRL, learn more about our skincare, and receive exclusive gifts + promos when you shop your holiday haul in stores! 💖

see you! ✨👀

#Laneige #LaneigePH #LaneigePhilippines #kbeauty ","laneige,laneigeph,laneigephilippines,kbeauty",785,60,1,62,,https://www.tiktok.com/@laneige_ph/video/7585461186804862229,0
tiktok,7585246439765282061,life.unboxed4,"💄 LANEIGE JUICE POP BOX LIP TINTS (SPOTTED 👀) 💄
These lip tints have been spotted… no confirmed release date yet, but all signs point to coming soon…

✨ All shades spotted:
🍇 DJ Plum
🍑 Pop-Star Peach
🍓 Electro Berry
🪩 Disco Coral
☕ Mocha Remix
🎶 Jazzy Jam
🌸 Lo-Fi Mauve
❤️ Red Classic

@laneige_us 

#greenscreen #laneige #juicepop #juicepopliptint  
#newrelease ",,"💄 LANEIGE JUICE POP BOX LIP TINTS (SPOTTED 👀) 💄
These lip tints have been spotted… no confirmed release date yet, but all signs point to coming soon…

✨ All shades spotted:
🍇 DJ Plum
🍑 Pop-Star Peach
🍓 Electro Berry
🪩 Disco Coral
☕ Mocha Remix
🎶 Jazzy Jam
🌸 Lo-Fi Mauve
❤️ Red Classic

@laneige_us 

#greenscreen #laneige #juicepop #juicepopliptint  
#newrelease ",",greenscreen,laneige,juicepop,juicepopliptint,newrelease",1336,49,3,67,,https://www.tiktok.com/@life.unboxed4/video/7585246439765282061,0
tiktok,7360668671854808353,leavvess,"ador disputa laneige. Mai ales pentru ca trebuie sa alegi dintre o teapa si un gramaj de 20g aproape imposibil de terminat pana expira 😭😭
si da, asta este marca mea favorita de buze, o folosesc de prin 2018 si chiar expira intr-un an cum scrie pe ea.
#machiaj #makeup #laneige #laneigelipmask #farmaciatei #teapa #ieftinvsscump #machiajeieftine #machiajromania #makeupromania #barfimdespremachiaje #lipmask ",,"ador disputa laneige. Mai ales pentru ca trebuie sa alegi dintre o teapa si un gramaj de 20g aproape imposibil de terminat pana expira 😭😭
si da, asta este marca mea favorita de buze, o folosesc de prin 2018 si chiar expira intr-un an cum scrie pe ea.
#machiaj #makeup #laneige #laneigelipmask #farmaciatei #teapa #ieftinvsscump #machiajeieftine #machiajromania #makeupromania #barfimdespremachiaje #lipmask ","machiaj,makeup,laneige,laneigelipmask,farmaciatei,teapa,ieftinvsscump,machiajeieftine,machiajromania,makeupromania,barfimdespremachiaje,lipmask",428100,34700,102,37613,,https://www.tiktok.com/@leavvess/video/7360668671854808353,0
tiktok,7476645922882178350,pinkbyamina,"got my hands on the new laneige lip glaze in the shade strawberry sprinkles from my local h mart!! 
@laneige_us @LANEIGE Korea 

#laneige #laneigelipbalm #lipglaze #lipserum ",,"got my hands on the new laneige lip glaze in the shade strawberry sprinkles from my local h mart!! 
@laneige_us @LANEIGE Korea 

#laneige #laneigelipbalm #lipglaze #lipserum ",",,laneige,laneigelipbalm,lipglaze,lipserum",1800000,147200,610,196720,,https://www.tiktok.com/@pinkbyamina/video/7476645922882178350,0
tiktok,7585262961497853239,life.unboxed4,"💄 LANEIGE JUICE POP BOX LIP TINTS CONFIRMED SPOTTED 👀 💄

Still no official release date, but these are clearly in circulation and likely coming soon. 👀 @laneige_us 

✨ All shades spotted:
🍇 DJ Plum
🍑 Pop Star Peach
🍓 Electro Berry
🪩 Disco Coral
☕ Mocha Remix
🎶 Jazzy Jam
🌸 Lo Fi Mauve
❤️ Red Classic",,"💄 LANEIGE JUICE POP BOX LIP TINTS CONFIRMED SPOTTED 👀 💄

Still no official release date, but these are clearly in circulation and likely coming soon. 👀 @laneige_us 

✨ All shades spotted:
🍇 DJ Plum
🍑 Pop Star Peach
🍓 Electro Berry
🪩 Disco Coral
☕ Mocha Remix
🎶 Jazzy Jam
🌸 Lo Fi Mauve
❤️ Red Classic",,1262,24,1,41,,https://www.tiktok.com/@life.unboxed4/video/7585262961497853239,0
tiktok,7567375849633156407,mia_manhattan_ny,"This Laneige Strawberry Hydration Duo is a must-have for soft, glossy, dessert-scented lips! 🍓💖 Free gift + free shipping — the sweetest treat for winter! #TikTokShopCreatorPicks
#mia_Manhattan_ny@laneige_us 
#DealsForYouDays
#LaneigeUS
#lipcareroutine ",,"This Laneige Strawberry Hydration Duo is a must-have for soft, glossy, dessert-scented lips! 🍓💖 Free gift + free shipping — the sweetest treat for winter! #TikTokShopCreatorPicks
#mia_Manhattan_ny@laneige_us 
#DealsForYouDays
#LaneigeUS
#lipcareroutine ","tiktokshopcreatorpicks,mia_manhattan_ny,,dealsforyoudays,laneigeus,lipcareroutine",712,49,26,122,,https://www.tiktok.com/@mia_manhattan_ny/video/7567375849633156407,0
tiktok,7540827965605678366,christirosedailyvlogs,Which LANEIGE Flavor Has Your Vote? 👀🫣✨ #LANEIGE #LipSleepingMask #BeautyTok #sephorahaul #PreppyTikTok,,Which LANEIGE Flavor Has Your Vote? 👀🫣✨ #LANEIGE #LipSleepingMask #BeautyTok #sephorahaul #PreppyTikTok,"laneige,lipsleepingmask,beautytok,sephorahaul,preppytiktok",235700,11200,353,13892,,https://www.tiktok.com/@christirosedailyvlogs/video/7540827965605678366,0
tiktok,7585291067730234655,laneige_us,"the reactions speak for themselves 👀 K-beauty glow incoming...✨

#kbeauty #skincare #koreanskincare #newproduct #laneige ",,"the reactions speak for themselves 👀 K-beauty glow incoming...✨

#kbeauty #skincare #koreanskincare #newproduct #laneige ","kbeauty,skincare,koreanskincare,newproduct,laneige",6421,584,30,659,,https://www.tiktok.com/@laneige_us/video/7585291067730234655,0
tiktok,7584581949629500702,laneige_us,"The glass skin goals you’ve been waiting for… 👀🩵✨

#launch #kbeauty #koreanskincare #glassskin #laneige ",,"The glass skin goals you’ve been waiting for… 👀🩵✨

#launch #kbeauty #koreanskincare #glassskin #laneige ","launch,kbeauty,koreanskincare,glassskin,laneige",27500,1437,45,1632,,https://www.tiktok.com/@laneige_us/video/7584581949629500702,0
tiktok,7506944956632796446,laneige_us,"GLAZE CRAZE LINEUP 🍩 Which Glaze Craze Tinted Lip Serum shade speaks to you? 👀

Shop all 8 shades today on TikTok shop! ⭐️

#glazecraze #lipserum #lipgloss #swatch #aesthetic #lipbalm #tinted #lip #lipcombo #kbeauty #laneige ",,"GLAZE CRAZE LINEUP 🍩 Which Glaze Craze Tinted Lip Serum shade speaks to you? 👀

Shop all 8 shades today on TikTok shop! ⭐️

#glazecraze #lipserum #lipgloss #swatch #aesthetic #lipbalm #tinted #lip #lipcombo #kbeauty #laneige ","glazecraze,lipserum,lipgloss,swatch,aesthetic,lipbalm,tinted,lip,lipcombo,kbeauty,laneige",2200000,52600,676,62766,,https://www.tiktok.com/@laneige_us/video/7506944956632796446,0
tiktok,7460659430384848158,laneige_us,"We’ve come such a long way 🥹 What is your fave laneige tiktok memory? 💗

#firstsound #tiktokban #lipmask #lipsleepingmask #satisfying #nostalgia #scoop #kbeauty #lipcare #laneige ",,"We’ve come such a long way 🥹 What is your fave laneige tiktok memory? 💗

#firstsound #tiktokban #lipmask #lipsleepingmask #satisfying #nostalgia #scoop #kbeauty #lipcare #laneige ","firstsound,tiktokban,lipmask,lipsleepingmask,satisfying,nostalgia,scoop,kbeauty,lipcare,laneige",741700,18400,300,19516,,https://www.tiktok.com/@laneige_us/video/7460659430384848158,0
tiktok,7475376172650614047,sxftsxph,"@laneige_us I need more!! 

#laneige #lipmask #lipsleepingmask #lipglowybalm #collection #trend #goviral #lippies ",,"@laneige_us I need more!! 

#laneige #lipmask #lipsleepingmask #lipglowybalm #collection #trend #goviral #lippies ",",laneige,lipmask,lipsleepingmask,lipglowybalm,collection,trend,goviral,lippies",265000,21400,168,24517,,https://www.tiktok.com/@sxftsxph/video/7475376172650614047,0
tiktok,7536594262620949778,chxrry.glowy,"You should also take care of your lips.💋
#lipcare #lipcareroutine #lipcareproducts #fyp #crustylips #dewylips #laneige ",,"You should also take care of your lips.💋
#lipcare #lipcareroutine #lipcareproducts #fyp #crustylips #dewylips #laneige ","lipcare,lipcareroutine,lipcareproducts,fyp,crustylips,dewylips,laneige",1700000,36900,155,40273,,https://www.tiktok.com/@chxrry.glowy/video/7536594262620949778,0
tiktok,7561832175436582162,laneigeca,our current lip glowy balm lineup ✨ #lipglowybalm #lippiecollection #swatches #laneige #lippies ,,our current lip glowy balm lineup ✨ #lipglowybalm #lippiecollection #swatches #laneige #lippies ,"lipglowybalm,lippiecollection,swatches,laneige,lippies",490400,23800,191,26882,,https://www.tiktok.com/@laneigeca/video/7561832175436582162,0
tiktok,7577135303337528607,laneige_us,"Swipe, shine, repeat 🤎✨ Midnight Minis is the sweetest lip treat for the holiday season, with five minis perfect for gifting or for hydration on the go! 

Shop Midnight Minis, select lip and skincare up to 30% OFF @sephora, #sephora @Kohl’s, & our site! 

#kbeauty #laneige #bfcm #giftideas ",,"Swipe, shine, repeat 🤎✨ Midnight Minis is the sweetest lip treat for the holiday season, with five minis perfect for gifting or for hydration on the go! 

Shop Midnight Minis, select lip and skincare up to 30% OFF @sephora, #sephora @Kohl’s, & our site! 

#kbeauty #laneige #bfcm #giftideas ",",sephora,,kbeauty,laneige,bfcm,giftideas",26000,1363,106,1704,,https://www.tiktok.com/@laneige_us/video/7577135303337528607,0
tiktok,7566254736630975766,julia_saraah,Les filleeees faut l’acheter ! 🎀💗 @LANEIGE Europe ,,Les filleeees faut l’acheter ! 🎀💗 @LANEIGE Europe ,,499800,62400,136,76436,,https://www.tiktok.com/@julia_saraah/video/7566254736630975766,0
tiktok,7541477729284181278,lexirosenstein,"5 FREE gifts with the LANEIGE Glaze Craze today ?! 🎁 This is insane! This is the shade “strawberry sprinkle”
While supplies last- 5 free gifts will be added to your order of any shade!
Limited time so run!

@laneige_us 
#laneige #laneige_us #laneigenextgen_challenge #laneige_contest #laneigeglazecraze ",,"5 FREE gifts with the LANEIGE Glaze Craze today ?! 🎁 This is insane! This is the shade “strawberry sprinkle”
While supplies last- 5 free gifts will be added to your order of any shade!
Limited time so run!

@laneige_us 
#laneige #laneige_us #laneigenextgen_challenge #laneige_contest #laneigeglazecraze ",",laneige,laneige_us,laneigenextgen_challenge,laneige_contest,laneigeglazecraze",18300000,100900,1361,115451,,https://www.tiktok.com/@lexirosenstein/video/7541477729284181278,0
tiktok,7337060401982541102,darcymcqueenyyy,THIS HURT SO BAD TO DO😭🤞🏼🎟️💗 but it’s so good….. #makeup #laneigelipmask #cottoncandy #asmr #asmrmakeup #skincare #lipbalm #fyp #asmrskincare #lipmask #honestreview #review #newmakeup #makeupreview ,,THIS HURT SO BAD TO DO😭🤞🏼🎟️💗 but it’s so good….. #makeup #laneigelipmask #cottoncandy #asmr #asmrmakeup #skincare #lipbalm #fyp #asmrskincare #lipmask #honestreview #review #newmakeup #makeupreview ,"makeup,laneigelipmask,cottoncandy,asmr,asmrmakeup,skincare,lipbalm,fyp,asmrskincare,lipmask,honestreview,review,newmakeup,makeupreview",1900000,132000,235,133925,,https://www.tiktok.com/@darcymcqueenyyy/video/7337060401982541102,0
tiktok,7563461128286735646,melinda_melrose,@laneige_us it’s time to have a cute chat sis! I’m giving your glaze craze tinted lip serums a try,,@laneige_us it’s time to have a cute chat sis! I’m giving your glaze craze tinted lip serums a try,,1500000,188400,1164,199590,,https://www.tiktok.com/@melinda_melrose/video/7563461128286735646,0
tiktok,7576771987486362911,_leaveitblankk,"one more up product until we go shopping 🥹❤️ 

#makeup #makeupproducts #lipbalm #laneige #lipproducts 

@laneige_us ",,"one more up product until we go shopping 🥹❤️ 

#makeup #makeupproducts #lipbalm #laneige #lipproducts 

@laneige_us ","makeup,makeupproducts,lipbalm,laneige,lipproducts,",81900,7046,52,7222,,https://www.tiktok.com/@_leaveitblankk/video/7576771987486362911,0
instagram,DScMeeNErEG,leloan.01011988,"Ủ môi #Laneige 🌸 xinh iu khỏi nói ~ 
Vẫn là chân ái trong lòng hội mê skincare: siêu mềm môi, dưỡng ẩm sâu, cho đôi môi hồng hào căng mọng dù trời có hanh khô đến mấy!

Giá chỉ #2xx cho 1 hũ full size 20gr ( xài nửa năm chưa hết 😛 )",,"Ủ môi #Laneige 🌸 xinh iu khỏi nói ~ 
Vẫn là chân ái trong lòng hội mê skincare: siêu mềm môi, dưỡng ẩm sâu, cho đôi môi hồng hào căng mọng dù trời có hanh khô đến mấy!

Giá chỉ #2xx cho 1 hũ full size 20gr ( xài nửa năm chưa hết 😛 )","Laneige,2xx",0,0,0,0,2025-12-19T09:47:32,https://www.instagram.com/p/DScMeeNErEG/,0
instagram,DScO3dJkxmX,livinglifewith.nad,My two favourite lip rescue whenever i have dry lips 💋 #laneige,,My two favourite lip rescue whenever i have dry lips 💋 #laneige,laneige,0,2,0,2,2025-12-19T10:08:26,https://www.instagram.com/p/DScO3dJkxmX/,0
instagram,DScT9nyEyws,kgrairak,Reward of this year 🥰 #rewards #amorepacific #amorepacificthailand #laneige #laneigethailand,,Reward of this year 🥰 #rewards #amorepacific #amorepacificthailand #laneige #laneigethailand,"rewards,amorepacific,amorepacificthailand,laneige,laneigethailand",0,17,1,19,2025-12-19T10:52:58,https://www.instagram.com/p/DScT9nyEyws/,0
instagram,DScUVM_E9gu,kgrairak,The Best  #amorepacific #amorepacificthailand #laneige #laneigethailand,,The Best  #amorepacific #amorepacificthailand #laneige #laneigethailand,"amorepacific,amorepacificthailand,laneige,laneigethailand",0,5,0,5,2025-12-19T10:56:11,https://www.instagram.com/p/DScUVM_E9gu/,0
instagram,DScVQKNCUXZ,tiemnhamiin.2022,"Ủ môi #Laneige 🌸 xinh iu khỏi nói ~ 
Vẫn là chân ái trong lòng hội mê skincare: siêu mềm môi, dưỡng ẩm sâu, cho đôi môi hồng hào căng mọng dù trời có hanh khô đến mấy!

Giá chỉ #3xx cho 1 hũ full size 20gr ( xài nửa năm chưa hết 😛 )

———————————————————————
• Nhận thiết kế & lên set quà Tết theo yêu cầu: 
• Tùy chỉnh tone màu, kinh phí, có/không rượu
• In logo & tên thương hiệu trên hộp 
• Đóng gói – hoàn thiện theo tiêu chuẩn quà tặng doanh nghiệp
• Hỗ trợ xuất hoá đơn VAT cho khách DN/ HKD/ Khách lẻ,..
• Nhận sỉ & hợp tác đại lý từ hôm nay. 
Liên hệ ngay để được tư vấn mẫu phù hợp và ưu đãi sớm nhất.",,"Ủ môi #Laneige 🌸 xinh iu khỏi nói ~ 
Vẫn là chân ái trong lòng hội mê skincare: siêu mềm môi, dưỡng ẩm sâu, cho đôi môi hồng hào căng mọng dù trời có hanh khô đến mấy!

Giá chỉ #3xx cho 1 hũ full size 20gr ( xài nửa năm chưa hết 😛 )

———————————————————————
• Nhận thiết kế & lên set quà Tết theo yêu cầu: 
• Tùy chỉnh tone màu, kinh phí, có/không rượu
• In logo & tên thương hiệu trên hộp 
• Đóng gói – hoàn thiện theo tiêu chuẩn quà tặng doanh nghiệp
• Hỗ trợ xuất hoá đơn VAT cho khách DN/ HKD/ Khách lẻ,..
• Nhận sỉ & hợp tác đại lý từ hôm nay. 
Liên hệ ngay để được tư vấn mẫu phù hợp và ưu đãi sớm nhất.","Laneige,3xx",0,0,0,0,2025-12-19T11:04:14,https://www.instagram.com/p/DScVQKNCUXZ/,0
instagram,DScZSBOk6sM,siratama.cosme,"昼チョコ、夜ココア☕️🤎
甘い香りで本気の唇ケア🫦
⁡
日中は☀️ツヤとケアを同時に✨
グレイズ ティントリップセラム
チョコレートフロスティング
うるっとツヤ、ほんのり色づく血色感✧⠜
⁡
夜は🌙集中保湿✨
リップスリーピングマスク
ホットココアフレーバー
とろける甘さで集中保湿。翌朝ふっくら🤍
⁡
甘い香りで気分まで満たされる🥹
甘いだけじゃない、
ちゃんと美容なチョコレート時間。
大人のご褒美リップケアにおすすめです🍫☕️

@laneige_jp 
#PR #laneige #ラネージュ #スリーピングマスク #リップ",,"昼チョコ、夜ココア☕️🤎
甘い香りで本気の唇ケア🫦
⁡
日中は☀️ツヤとケアを同時に✨
グレイズ ティントリップセラム
チョコレートフロスティング
うるっとツヤ、ほんのり色づく血色感✧⠜
⁡
夜は🌙集中保湿✨
リップスリーピングマスク
ホットココアフレーバー
とろける甘さで集中保湿。翌朝ふっくら🤍
⁡
甘い香りで気分まで満たされる🥹
甘いだけじゃない、
ちゃんと美容なチョコレート時間。
大人のご褒美リップケアにおすすめです🍫☕️

@laneige_jp 
#PR #laneige #ラネージュ #スリーピングマスク #リップ","PR,laneige,ラネージュ,スリーピングマスク,リップ",0,33,0,33,2025-12-19T11:39:26,https://www.instagram.com/p/DScZSBOk6sM/,0
instagram,DScg9oCjDKq,kvitny.shop,"Ідеї подарунків під ялинку 🎄

#anua #medipeel #dralthea #laneige",,"Ідеї подарунків під ялинку 🎄

#anua #medipeel #dralthea #laneige","anua,medipeel,dralthea,laneige",0,8,0,8,2025-12-19T12:46:33,https://www.instagram.com/p/DScg9oCjDKq/,0
instagram,DSchQbLk-vS,jeny_bling,"lover girl era ft. Laneige 💜

#trending #laneige #lipcare #lipbalm #laneigegummybear",,"lover girl era ft. Laneige 💜

#trending #laneige #lipcare #lipbalm #laneigegummybear","trending,laneige,lipcare,lipbalm,laneigegummybear",0,1,0,1,2025-12-19T12:49:07,https://www.instagram.com/p/DSchQbLk-vS/,0
instagram,DSckot3Evxl,kooktechi.butterfly,".
.
そういや
LaneigeのGUMMY BEAR届いてたんやった！
⁡
届いてから気づいたけど
PERMISSION TO DANCEの時にコラボで出たやつも
GUMMY BEARやったー！
香り…知ってたわ🤭
⁡
リップどんどん増えていく～🤣
⁡
でもリップとハンドクリームが増えるのは
毎年の事やんな‪𐤔𐤔‬

.
#bts#防弾少年団#バンタン#방탄소년단#laneige",,".
.
そういや
LaneigeのGUMMY BEAR届いてたんやった！
⁡
届いてから気づいたけど
PERMISSION TO DANCEの時にコラボで出たやつも
GUMMY BEARやったー！
香り…知ってたわ🤭
⁡
リップどんどん増えていく～🤣
⁡
でもリップとハンドクリームが増えるのは
毎年の事やんな‪𐤔𐤔‬

.
#bts#防弾少年団#バンタン#방탄소년단#laneige","bts,防弾少年団,バンタン,방탄소년단,laneige",0,9,0,9,2025-12-19T13:18:39,https://www.instagram.com/p/DSckot3Evxl/,0
instagram,DScqEI3DYwh,dorosbeautyweek,"#dorosbeautyweek #skinfluencer #beautyblogger_de #blistex #laneige @blistex_de_at @laneige_eu 

Für meine sehr trockenen und empfindlichen Lippen benutze ich tagsüber die Lippenpflege von Blistex  und abends die Lip Mask von Laneige. Beide sind super reichhaltig, pflegen die Lippen, so dass sie weich und geschmeidig sind- trotz kalter Temperatur. 💕🌸😊",,"#dorosbeautyweek #skinfluencer #beautyblogger_de #blistex #laneige @blistex_de_at @laneige_eu 

Für meine sehr trockenen und empfindlichen Lippen benutze ich tagsüber die Lippenpflege von Blistex  und abends die Lip Mask von Laneige. Beide sind super reichhaltig, pflegen die Lippen, so dass sie weich und geschmeidig sind- trotz kalter Temperatur. 💕🌸😊","dorosbeautyweek,skinfluencer,beautyblogger_de,blistex,laneige",0,0,0,0,2025-12-19T14:06:05,https://www.instagram.com/p/DScqEI3DYwh/,0
